ID,이름,수량,직접입력종명,속태그,식물태그,관리번호,관리목표,입양일,마지막물준날,재배방식,화분,화분크기,토양pH,배합토,빠른메모,관리팁,물주기팁,비료팁,흙배합팁,장소ID목록,물주기주기,분무주기,비료주기,분갈이주기,가지치기주기,환기주기,환수주기,도감ID,이미지수,이미지목록,생성일시
61268,제주애기모람,0,,Ficus,,,죽이지 않기,2024-09-29 22:29,2026-07-08 19:30,기타,기타,,,,,,,,,21733,3,,,,,,,6968,3,https://d3jk3dbuafh2pk.cloudfront.net/care-note/OiQM1vOcAjJ3wEgWU1hgLWOWnqdAAcaf_978B51AF-508B-4D55-9DAE-EBD12FE4C7DC.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/xUxCSDcLEVnlA75uM43U3euQW2X6E8Xd_9167323B-E39D-4F71-8B2E-C2007389437D.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/5nfNUpLZgqBgs8uEL5NAw3pOHj0izf9v_69C6B26D-96E5-4DF9-AD46-235717B287AD.png,2024-09-29 22:03
61246,스킨답서스 픽투스 엑조티카,0,,Scindapsus,저면관수,,더 크게 키우기,2024-09-29 20:29,2026-07-04 20:29,화분,플라스틱,,,,,,,,,21733,7,,,,,,,4476,4,https://d3jk3dbuafh2pk.cloudfront.net/care-note/U3XpQBt6FEgR2Bxvj2CcwifXLuVbwvYW_BDBEA40F-C88B-46FD-841B-DEE820989C93.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/uqZ7hruGD4geCfv41ny8pMoZTvtj0O6f_0EE08398-78AD-4D90-AB01-D059AB38E7DD.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/U84CMzLW66p8i7zWzEiFrSsq4ZUcfI0a_829BFFC5-B6B9-4F07-AB8C-79DC2D78E5E3.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/4LjhIKDlbZFWW3nBf6NyBEKwhIMXaf0p_2A6260FF-7A84-47E6-8069-E7ABAA8F5C0D.png,2024-09-29 20:29
59914,필로덴드론 플로리다 뷰티 바리에가타,0,,Philodendron,,,더 크게 키우기,2024-09-22 21:05,2026-07-06 22:04,화분,플라스틱,,,,,,,,,21733,10,,,,,,,26518,2,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/H2RjMNgvysZLYOAc1GtK1dMFbrbhDtgO_DC058410-F6B4-4CD3-929B-7F0A23E85B09.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/bFgYWHgke7pu2ONpOXbXnAC2RVbEQzxR_DE86CB73-7250-4CD0-AB9C-21D4D8ADED87.png,2024-09-22 21:04
59730,골든잉곳아이비,0,Hedera helix 'Golden Ingot',Hedera,,,더 크게 키우기,2024-09-18 00:00,2026-07-06 22:03,화분,화분,,,,,,,,,21733,5,,,,,,,,3,https://d3jk3dbuafh2pk.cloudfront.net/care-note/FRvazn6bvTsS3poOYQOBySIzrsbI0GpK_2DD256FD-0774-4F83-BB13-C29DD9362B80.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/JVcHJOpiIaUm1wZ1ey3evcx1DhK6V34s_AD219471-6E1F-47FF-8AD8-653A9935B672.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/y4uUwEyHo8gqmnDtD7aBWhCICVTk4QKz_D198FD48-72D4-4C1A-9427-55080BE0CCCC.png,2024-09-21 23:22
57853,드라세나 수르쿨로사 밀키웨이,0,드라세나 수르쿨로사 밀키웨이,Dracaena,,,더 크게 키우기,2024-09-07 00:00,2026-07-05 16:34,화분,기타,,,,,,,,,21733,7,,,,,,,,3,https://d3jk3dbuafh2pk.cloudfront.net/care-note/XK58dHP3HkBcMHlj8ztwOF4ZNJyymct1_AD27DCBD-DC78-4937-A4CE-B3B51B762333.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/6lTPOlK2xAIF6PuHwcBEp0h3Kn6vqDwE_D7C48356-28C5-47D7-9C40-4BE89612E37C.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/oa1u37tyxJrirmVnGlhsR90Lz5AlT2Ku_36B983DA-E4F1-4E97-AB6E-D6A79A6968DB.png,2024-09-09 22:37
57852,스테파니아 에렉타,0,,Stephania,,,죽이지 않기,2024-09-07 00:00,2026-07-07 21:34,화분,유약/고화도 토분,,,,,,,,,21733,12,,,,,,,25644,2,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/j8lmHu7wud4XEcsTGO2EDuprW1iSpjN9_0FEFED87-A832-4F46-A995-4BBB8E8C1E4F.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/aoEO6NlQUqv28w68986Rfmf7nXksu70f_94EDE4EF-A7F2-4EBA-A439-08AC0205DDAC.png,2024-09-09 22:33
57851,장미허브,0,,Coleus,,,더 크게 키우기,2024-09-08 00:00,2026-07-06 22:03,화분,플라스틱,,,,,,,,,21733,7,,,,,,,25633,7,https://d3jk3dbuafh2pk.cloudfront.net/care-note/wrC2uXMuTRLjcLuxD51OMcEbf3atX3Kq_D31E6A4B-CCDD-4E06-98C2-1A9C919B3805.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/NcURp2aTPs9aEZ4zZ8JDm17cYCVGBFZH_C6ACDD82-F977-4549-AF6A-43065DDD4812.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/pGKus1ITzEMdLAhfRXX1WQvzuwBDX34w_FA9A0E2F-71DC-497F-9CA4-C86303452D08.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/M0OB74oGXstg2W1HxLPj2TNN22UAtx2B_3F23E41D-EBEE-4062-BB77-02FA7ECE339E.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/aCeFpY98uPZxlgneV2Ei5y026GQJLbHC_09ABAE17-D96F-48C0-B916-9E4CD5DB7BE9.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/uZ6tug9ochByYdZeZCiyFBGXY3MsPFTc_D3A3100D-873E-4929-9DE6-BE9A97B6179A.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/SOjKSWQJ2ZI1t0L1Pa2qkTuluIJATmgp_A2D2D9D8-900C-48CF-B35E-3FB6B3BB712D.jpg,2024-09-09 22:31
57850,쉐프렐라 선버스터,0,,Heptapleurum,,,더 크게 키우기,2024-09-08 00:00,2026-07-04 18:53,화분,테라코타,,,,,,,,,21733,5,,,,,,,25610,2,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/4Y9FOlNVNq9xbj9U6OPeCRgQpOPXnuEC_683BE7BF-A401-4163-9637-0ACD08CF339C.jpg|https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_78B6F721-8E08-4683-ADD2-0D6F37A19387%252FL0%252F001_1744345210181_1744352175399_HIGH_YunwOJ_ios_IMG_4307.HEIC,2024-09-09 22:29
57746,에피프레넘 피나텀 마블,1,,Epipremnum,저면관수,,더 크게 키우기,2024-09-07 00:00,2026-07-07 21:34,화분,플라스틱,13cm,,,,,,,,16158,7,,,,,,,26226,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/q4fBgJE4Ph3ut5eaZTcyTF21S9riSGJg_BE6FB353-7B23-4759-AFE6-9EE5CC2BB140.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/BxIGOMtFyWKIV8INaJ456qdwMkN5o5wP_ECE0213D-98EC-4519-8AA3-2BC5E84ECF7C.png,2024-09-09 07:35
56574,브레이니아 니보사,0,,Breynia,저면관수,,더 크게 키우기,2024-09-01 19:23,2026-07-07 21:32,화분,플라스틱,,,,,,,,,21733,3,,,,,,,13850,3,https://d3jk3dbuafh2pk.cloudfront.net/care-note/HlsHyxE9zjTWDT0MWOXFoOrEOVBSNwN0_DF2E7C97-D89A-4B4A-9AAA-01E01FC0A72D.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/kKIgK9GlhpWnpIdVHQtJj2RPP62NluvB_5BC5CF60-9AA9-4C1A-998A-C631C033C4A8.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/0l48SKERrM3xSdIKasGqZZAsWAz0YL5n_1D3566D8-EE31-413E-AE53-740413070882.jpg,2024-09-01 19:22
56572,에피프레넘 피나텀 바리에가타,1,,Epipremnum,,,더 크게 키우기,2024-09-01 19:19,2026-05-14 22:15,화분,플라스틱,11cm,,,,,,,,16158,,,,,,,,26294,3,https://d3jk3dbuafh2pk.cloudfront.net/care-note/wIWf57big5qTMcAC1WviPxZSJRajYfbg_8EC2DE11-2CE4-4227-9691-B5B5137D9260.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/kFnvYaPry1T7TSBoH8JXpcMMbat8NpWr_B0461574-0D93-43E9-94BF-D75F8059842C.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/vfTtoFZNUgXV0W1HF5i86HdFxQdhOYac_AAF5E55B-FAAA-424D-AFE4-E8AB6111C084.jpg,2024-09-01 19:19
56570,스킨답서스 픽투스 아르지리우스,0,,Scindapsus,,,더 크게 키우기,2024-09-01 19:16,2026-07-08 19:31,화분,플라스틱,,,,,,,,,16158,7,,,,,,,25793,3,https://d3jk3dbuafh2pk.cloudfront.net/care-note/e04DVPbDlluEu4H7Znfejp93CAJh9Zy5_57D66AE8-A5DA-40B4-8B2E-54F1150730D7.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/K52Fnk1YYfdUq1enJZVlgsH8vS1g2DrO_CF5CED92-3EB7-45B5-B2C2-8AB61299783C.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/u8WRTOyT8ltGxyDpljM9cBNzAuY0Qx3R_994C917D-DC67-44FA-A8EB-EC9157AA52A6.jpg,2024-09-01 19:16
53453,파키라,0,,Pachira,,,더 크게 키우기,2024-08-16 20:45,2026-07-05 11:03,화분,유약/고화도 토분,,,,,,,,,16158,10,,,,,,,25608,7,https://d3jk3dbuafh2pk.cloudfront.net/care-note/zxPTEF4gJMYG2NATH73GP908nUlk0g2Z_853EAF74-491E-46CA-BCE6-F02903809567.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/hPzRqACHnwGfjOtXrlQ20jDYUfeg9eJg_B2CED452-39DF-443E-8025-C440CA792617.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/U6Yxwkm975C6R3QnCywS3EPF4w4hT0l9_07CAAF2E-0292-45F2-97A7-59934C57580B.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/B1cqvLRoRnH4NMsaJHqSZViN1mqDtiWv_A05EF430-83A1-4FFD-A762-8A9BCDA56FAF.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/oFC3PtpAkyrBRSLysbxzskPIXcaJgw9q_9FFEDD39-E7F2-44F6-B75D-A11CB960AAA3.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/okNApy0SWm9pshoecbF9XNvMm8dj8OhN_E5C4F2AC-797B-42B5-B447-2814A5BFDD0E.jpg|https://d3jk3dbuafh2pk.cloudfront.net/care-note/2icVgS9OEqkbLMr7zWKP51qqqvqYGlNG_E0C21D94-D536-48F0-9156-4E11512E3EA3.jpg,2024-08-16 20:45
52075,틸란드시아,0,,Tillandsia,,,죽이지 않기,2024-08-10 00:00,2026-07-05 07:53,행잉/목부작,행잉/목부작,,,,,,,,,21733,7,,,,,,,25645,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/haSxN36tjCIXCyfaD5RuDiiaVG73VBiI_C67F4CB8-9A45-4E49-B15C-1AAE3481FFA0.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/ZcoODZdYvynGG5ttwbuhhqaMhetsJIZK_E8ED4CD0-2296-49F6-A44B-866B43CD132A.jpg,2024-08-11 00:06
52074,틸란드시아 이오난사,0,,Tillandsia,,,죽이지 않기,2024-08-10 00:00,2026-07-05 07:53,수경 재배,기타,,,,,,,,,21733,7,,,,,,,25775,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/ojU1MPMIxsy66OwiWUvFWHiTPCh8ct8k_6FD752F3-9B6F-4559-B456-150D0B1383C5.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/Yk0A3lViIWl5QbC0S0RQhHhqFmYcnJJK_66E65F65-FE6C-4881-A844-8FB872DCE0DF.jpg,2024-08-11 00:04
52060,쉐프렐라,0,,Heptapleurum,,,죽이지 않기,2024-08-10 22:40,2026-07-04 20:24,화분,플라스틱,,,,,,,,,21733,7,,,,,,,25610,8,https://d3jk3dbuafh2pk.cloudfront.net/care-note/AA1Oqr62sIl05WqQEIrksYXGyCWAcm2L_C5A505AF-84A2-44DC-9781-2B0C184A26C3.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/VrU8KHceVQAOGQOR4lk2dyC3jEjZlI8H_6B02D746-F7E6-4FC0-9FC1-541615B9525D.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/Nk1SFzf8sOZxAvdq1riwNg0wVcVu5ZzG_416A854D-06F8-45D7-AD40-A31AC2BD79FC.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/24KQfEtdTBipQdt4b0gJGy09VTUsWfCv_852A1354-F42F-458C-BE05-10EF14234343.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/W5rYrSvZ7X5z4joGGxRT7nNEK96BVPmc_1043A454-2DB0-484B-A4E1-54FC67F22B7A.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/OMwdyZhxNrebhdETQ3R3uQikAQ7b0l4C_428AAB0C-1099-4B0D-951E-91E62D48D791.png|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/iePccZfUfIc9CQqnceHUdiSJFqhQ1O1H_6299CC04-399D-4F6B-A62D-0604A22F848D.jpg|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/M3bHB3MzXGU5HvM79rs9Q1UFCitJarjQ_21B542A9-399C-493A-A87E-69A47509418A.jpg,2024-08-10 22:39
48247,벤자민 고무나무,0,,Ficus,,,더 크게 키우기,2024-07-28 18:53,2026-07-04 18:53,화분,유약/고화도 토분,,,,,,,,,21733,5,,,,,,,26158,2,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/CKlO5dEmPtGivQ410nYLcmKJ2ewwqi4N_929B603C-6284-455E-A9EB-2AA5D8F584F4.jpg|https://d3jk3dbuafh2pk.cloudfront.net/user-plant/VRlIYgjuXuwPfwnhebj9FtXo6gYmKqKl_9F2D1C75-2012-4D7F-B2B5-1D617362AD51.jpg,2024-07-28 18:52
48239,산세베리아,0,,Dracaena,,,번식시키기,2023-07-23 00:06,2026-06-28 16:53,화분,유약/고화도 토분,,,,,,,,,16158,14,,,,,,,25609,6,https://d3jk3dbuafh2pk.cloudfront.net/care-note/uy1aRkwnMkqSpmhBN8rrpcLGtU0sduGm_AA923346-AEC4-4BF4-B140-E972D0C0C34E.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/7kKgyhVQbB9qzZFwO9lQI2KDtWFf8wl7_43661DAA-7F92-4775-9D9B-48B8D0E9CBBD.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/G1cJq5M5jyTWFx83PnSAxdahIinDsf1Y_BCF5E6ED-ACB5-4D6F-9519-6D67C8C25A5C.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/VvzOaOcTWZKp306Uyw4ghcrPB97hySgX_243ED6E5-A3CD-4EAE-81CE-C55623EC2098.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/YUzwkSFqsre73fj0qqN8FTS7Qf6dgqdA_DD2144A1-EDEF-4BBC-9ADE-EF712FD6253F.png|https://d3jk3dbuafh2pk.cloudfront.net/groo/iw2Zk0smJHfb8aMeRFLF__B7B4134A-0B6B-42D5-827E-21F0507A2E6C.jpg,2024-07-28 18:09
48238,테이블야자,0,,Chamaedorea,,,죽이지 않기,2021-01-13 00:06,2026-07-07 21:32,화분,테라코타,,,,,,,,,21733,7,,,,,,,2221,5,https://d3jk3dbuafh2pk.cloudfront.net/care-note/cPUAYm408PSndts9a90TBOXztfacHSCO_86FE4663-AD29-4A82-AF23-803B1E2E35CE.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/D5t2uCeFwAYf1rVt79ZWi0hV4tN4KPNW_8F9CA521-2538-4E51-A33F-057E8B42B2AC.png|https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_015F440F-29FA-469A-AA9C-9DA416EF5DC3%252FL0%252F001_1722162733905_1722179801225_LOW_tdp3jt_ios_IMG_2036.HEIC|https://d3jk3dbuafh2pk.cloudfront.net/care-note/7BUeekRqdr9JfmMWH803SoSVXalhfrMr_B7F2C8D9-C48C-4A11-9EC0-DC154EA5CACD.png|https://d3jk3dbuafh2pk.cloudfront.net/groo/Px2_nTjhl0l3nkgJvqQeM_F91CE842-DE79-4454-874F-221B11A4C767.jpg,2024-07-28 18:09
48237,올리브나무,0,,Olea,,,더 크게 키우기,2024-05-26 07:59,2026-07-04 18:53,화분,테라코타,,,,,,,,,21733,5,,90,90,,,,25593,6,https://d3jk3dbuafh2pk.cloudfront.net/care-note/eN17kXJfk4SAQhMneCXXQ0iHinXN7abU_4548361C-B6C7-4B21-96B4-A15568C81FD0.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/SDX3eD9oLwHLKtgIwegtrkmSGoohpd0x_646F9D2A-2CBF-4C9F-8B15-6D06FF933DAC.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/AqVRvcFYCt1JT0BZhZOmRRJe0FswHG3x_63ED244A-03D5-4FBF-BE04-A4B4D7E64434.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/60AEXJZURSWEPHNiSjvPjUkDqNmQGgrm_B86E1AD7-296F-4794-85BD-9ADC78A4A40D.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/BngchVTHCm2kfADafCcapE36lwD0gpxM_FC4AD569-D4E0-4F00-8067-10F76085D92D.png|https://d3jk3dbuafh2pk.cloudfront.net/groo/IOI4KuM_KRsDHkOz43-bB_DCC91B19-0321-4574-83BE-D2DEFA996E14.jpg,2024-07-28 18:09
48235,립살리스 카스타,0,,Rhipsalis,,,더 크게 키우기,2024-05-19 16:49,2026-07-09 19:02,화분,플라스틱,,,,,,,,,21733,4,,,,,,,25706,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/zwFIdHpjUugHDLeM9p5JelfEXGEfNoL2_5B1BF808-607E-489D-954C-54C08D12B9E4.png|https://d3jk3dbuafh2pk.cloudfront.net/groo/T2oZFLWMqo6t91HiRfrSG_3F549F69-CBA2-45B0-9848-1E231CD58847.jpg,2024-07-28 18:09
48232,필로덴드론 옥시카르디움 브라질,0,,Philodendron,,,더 크게 키우기,2022-06-17 00:06,2026-07-05 16:37,화분,플라스틱,,,,,,,,,21733,5,,,,,,,25664,8,https://d3jk3dbuafh2pk.cloudfront.net/care-note/EdcVDKO1Zm7oF0NCjgYLKqHPObF5xRkJ_FD6CA7DC-F45F-43DA-8B20-AF15381FDC88.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/Sgk2faMZR9t1n1UunwEHRxGZ8ZgtLCcj_FC71EBB8-87E7-40E1-9704-A58584D91EAB.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/WhPJwgcS1g1IVhZHr6vHCd2nTgVFN6k1_5A3D0B8D-22FB-4DDA-8F0E-4EFB13716D9A.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/tV7mmXo5Tg00fTykzZr4Hlke3YT04Ghw_085EF9EE-B8C9-451E-B9C6-2D51B557470B.png|https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_1B1D450C-93B6-4D1E-A005-E4F86917E6AA%252FL0%252F001_1722162725808_1724732919431_LOW_o4xIG8_ios_IMG_2035.HEIC|https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_E878702F-915B-479F-A89A-73C2AC24E26E%252FL0%252F001_1722162713863_1724732919427_LOW_eJRKEE_ios_IMG_2034.HEIC|https://d3jk3dbuafh2pk.cloudfront.net/care-note/tpNyDNzdQrobgrgYS5nFBYIwFqXbIHTg_AFEF3D17-D3C5-415A-B4E2-38FB6D4A20B8.png|https://d3jk3dbuafh2pk.cloudfront.net/groo/wgZb0UqhUJAhIX6LKKcbY_A95F9F27-4BD8-4316-8293-666D3256F93F.jpg,2024-07-28 18:09
