ID,기록일시,내식물ID,내식물이름,내용,노트태그,생장단계,성장스냅여부,공개여부,할일여부,완료일시,이미지수,이미지목록,생성일시
235976,2025-03-19 22:13,90085,,"새 식물을 추가했어요! 🪴 홍콩야자, 쉐프렐라",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/uBsZNpjwMZyIwI3GxYYwdrLUSFIvBKIb_6AD3B6A0-7DDA-4F87-9526-55E0057DD5FD.jpg,2025-03-19 22:13
232633,2025-03-15 13:47,61246,스킨답서스 픽투스 엑조티카,"코니도입제 살포, 오스모코트 소량",,,false,false,false,,0,,2025-03-15 13:47
232632,2025-03-15 13:46,48232,필로덴드론 옥시카르디움 브라질,코니도입제 살포,,,false,false,false,,0,,2025-03-15 13:46
232631,2025-03-15 13:45,68530,,빅카드 관수,,,false,false,false,,0,,2025-03-15 13:45
232630,2025-03-15 13:43,73090,반딧불이아이비,코니도입제 살포,,,false,false,false,,0,,2025-03-15 13:43
232629,2025-03-15 13:43,75501,달마시안 아이비,코니도입제 살포,,,false,false,false,,0,,2025-03-15 13:43
232628,2025-03-15 13:42,59730,골든잉곳아이비,코니도입제,,,false,false,false,,0,,2025-03-15 13:42
232539,2025-03-15 10:42,56573,,"12호 분업
오스모코트 소량
코니도입제",,,false,false,false,,0,,2025-03-15 10:43
232510,2025-03-15 09:43,72954,필로덴드론 버럴막스,빅카드관수,,new leaf,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/EjPrneC2vaT7igLSFmEpMFX0pfJ91MwJ_9A34D0F0-F7B8-4CA3-90AA-8DEA3DC4E0F3.jpg,2025-03-15 09:44
232499,2025-03-15 09:27,56572,에피프레넘 피나텀 바리에가타,빅카드 관수,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/vfTtoFZNUgXV0W1HF5i86HdFxQdhOYac_AAF5E55B-FAAA-424D-AFE4-E8AB6111C084.jpg,2025-03-15 09:28
232495,2025-03-15 09:23,66085,스킨답서스 오레우스,"코니도입제 살포
11cm 분갈이",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/LyIiRDXZipTZUFqdiS9LXcOjl7H7vY29_A0AB3A52-834D-4755-8723-8DEE473419E5.jpg,2025-03-15 09:24
232479,2025-03-15 08:59,63639,,"코니도입제 살포
화분 사이즈 줄임
뿌리 영양제 2알",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/L67ec7GnyLMTCEO6TVppfDn0bIL4ja84_BE035C3B-1BAD-4244-A9D5-E71778FE4F26.jpg,2025-03-15 09:00
227176,2025-03-09 16:15,48237,올리브나무,"21cm 토분
코니도입제
오스모코트 12g",,,false,false,false,,0,,2025-03-09 16:16
227060,2025-03-09 12:37,57853,드라세나 수르쿨로사 밀키웨이,"오스모코트 3g
코니도입제",,,false,false,false,,0,,2025-03-09 12:38
227030,2025-03-09 11:32,48247,벤자민 고무나무,"오스모코트 5g
빅카드 관수",,,false,false,false,,0,,2025-03-09 11:32
226528,2025-03-08 17:28,70322,안스리움 비타리폴리움,"코니도입제
오스모코트 3g
12cm?",,,false,false,false,,0,,2025-03-08 17:28
226453,2025-03-08 15:41,56570,스킨답서스 픽투스 아르지리우스,"뿌리영양제 3알
멀티코트 10알
10cm",,,false,false,false,,0,,2025-03-08 15:41
226442,2025-03-08 15:25,56572,에피프레넘 피나텀 바리에가타,"11cm
오스모코트 2g",,,false,false,false,,0,,2025-03-08 15:26
226436,2025-03-08 15:22,57746,에피프레넘 피나텀 마블,"오스모코트 4g
빅카드 관수 완료",,,false,false,false,,0,,2025-03-08 15:23
226178,2025-03-08 10:33,68530,,"오스모코트 6g
코니도 안넣어줘서 빅카드 관수해주어야함",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/d30E7zxKPCtlxifZ478yTTHWfLwyJaBY_2F2F7F35-354D-421E-B6C1-E65E2B8F53A2.png,2025-03-08 10:35
216272,2025-02-22 12:45,66082,핑크 싱고니움,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/OlzjH0OVUFSxSgWuFPA7jF5FEOcCNwc1_BFAB613E-066F-4C73-BB40-3E0F724A569F.jpg,2025-02-22 12:45
216268,2025-02-22 12:43,80877,,"죽은 잎 다 뜯어내고 분갈이
과연 무늬가 살아있을까?",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/yVHKzzy4eQHPWtV1mBMU99Vst2zPNnQL_35367B0F-B9BF-4CE1-8347-6F6E38559F93.jpg,2025-02-22 12:43
213471,2025-02-19 16:54,80877,,"새 식물을 추가했어요! 🪴 무늬 아단소니, 몬스테라 아단소니 바리에가타",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/A5EJa4j58cjGKbYRBxJRSjbpAlPUfpSI_30E5C501-D6A7-47C8-A01C-3414BB8D9ACE.jpg,2025-02-19 16:54
213466,2025-02-19 16:47,80870,호야 휴스켈리아나 바리에가타,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/119TsYcUVGLPv0FMWHtKG6kD0lYdMIRj_E1411078-CE08-4DE3-A33C-22571F6CFFC7.jpg,2025-02-19 16:47
213464,2025-02-19 16:47,80870,호야 휴스켈리아나 바리에가타,"새 식물을 추가했어요! 🪴 호야 휴스켈리아나, 호야 휴스켈리아나 바리에가타",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/SAv1MnsrwJMH0ynpdQrEgbpuwfgfzEzW_B3149D28-980E-447A-9050-AFB6438D15DF.jpg,2025-02-19 16:47
213463,2025-02-19 16:44,80869,윌리 아이비,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/4OoxLpkpbHnyNCyWHgOKuxgRdnteqMos_B9EEE6C6-3C46-4C40-8E16-DD6C3CE5C24B.png,2025-02-19 16:44
213461,2025-02-19 16:39,80867,,새 식물을 추가했어요! 🪴 필로덴드론 버킨,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/rZ5V1OyW3qtGN1YMMAzQ4mHlLEZUDVg8_87FD607B-9640-4ADC-A3D4-8DF2999006EF.jpg,2025-02-19 16:39
199626,2025-02-02 09:44,75821,스킨답서스 마야리,새 식물을 추가했어요! 🪴 Scindapsus pictus 'Mayari',,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/PW83fA1gg3tnWGQPX86UywoTzp3ezs00_9BE57AA7-173C-4F9C-B51E-A681EF277724.jpg,2025-02-02 09:44
198625,2025-01-29 17:29,75505,호야 로툰디플로라,새 식물을 추가했어요! 🪴 호야 로툰디플로라,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/veAnDWFyKkyBSFmc8499pQVBwFHBKztA_C1C82060-CBA7-4338-B7AF-45D59BA3D847.jpg,2025-01-29 17:29
198622,2025-01-29 17:21,75504,호야 크로니아나 슈퍼에스키모,새 식물을 추가했어요! 🪴 호야 크로니아나 슈퍼에스키모,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/OJPMJpOiauXQAbvfrnjCrIBnE7yF8uS4_E816A5B7-6DA8-4B70-9A75-9FBB11373CDF.jpg,2025-01-29 17:21
198621,2025-01-29 17:12,75503,필로덴드론 미칸,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/GY6JgoKEtNNeb4ALKErOMwx1WWrfnYhk_B3783AC7-AF2D-40C2-999F-F1705C370FC9.png,2025-01-29 17:12
198620,2025-01-29 16:59,75501,달마시안 아이비,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/1NnyLcU9p9DPoo5mGQNrliZaj73uTTN3_56EEC851-8E5A-497F-A391-84092CAF20C4.png,2025-01-29 17:00
198619,2025-01-29 16:51,73090,반딧불이아이비,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/sUHXy1Ipj66kj28tj4ei96RpxaTuGuEt_9DB41819-8C9A-4F40-A1EF-BF7570DEFCF5.png,2025-01-29 16:51
190882,2025-01-05 12:08,73090,반딧불이아이비,새 식물을 추가했어요! 🪴 반딧불이아이비,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/JLXejk49SmwXntVkKn9MpKa0U3mjWhEl_71F086DB-8F9C-4E3E-A60E-C827707450D7.jpg,2025-01-05 12:08
190666,2025-01-04 19:47,72954,필로덴드론 버럴막스,,,transplant,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/ta2aVojCf5XyuIvulRCOLB5i8eofXqvZ_92B47D28-11F7-45F4-BCB1-1533D06F35A7.png,2025-01-04 19:48
182629,2024-12-07 23:16,70322,안스리움 비타리폴리움,새 식물을 추가했어요! 🪴 안스리움 비타리폴리움,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/JGKo9KMEjHQWoMoAiinPWRM3DQ8TbB6n_0DCDC34B-1B01-4EED-8058-2227A460AA6E.jpg,2024-12-07 23:16
182627,2024-12-07 23:14,70320,필로덴드론 멜라노크리섬,새 식물을 추가했어요! 🪴 필로덴드론 멜라노크리섬,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/qlNxlO2EZ0FXlUJJsRjPIHZQo9wG107o_9296E4D2-0C72-4A56-9528-F5848BDC1D60.jpg,2024-12-07 23:15
182626,2024-12-07 23:13,70319,싱고니움 레드스팟 트리컬러,새 식물을 추가했어요! 🪴 싱고니움 레드스팟 트리컬러,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/vc0aVXf9hZSAzxZtLYPKptgHioPaGAxQ_217DEBFB-BF9A-4456-B571-60C47695E76B.jpg,2024-12-07 23:13
182624,2024-12-07 23:11,70317,호야 윌버그레이브,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/VkbkEa5R5XTCIaHXgw1Ej8dHGZF1emUq_2A631EB5-5BB1-4B70-BF21-89229FD40C4E.png,2024-12-07 23:11
182238,2024-12-06 22:14,69568,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/Que7rOEhK8Jb7FHHDPvg3BHx2bJLQjsa_7F5B0446-1A35-4179-A75F-2E1CE9D536B4.jpg,2024-12-06 22:14
177391,2024-11-23 21:30,68538,,새 식물을 추가했어요! 🪴 몬스테라 델리시오사,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/tCdJufrvgZrAisNwrr7rsc0qIE9aXrj1_C0765B60-07FA-48AC-BBA3-97657605C2C4.jpg,2024-11-23 21:30
177374,2024-11-23 21:02,68530,,새 식물을 추가했어요! 🪴 몬스테라 델리시오사,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/wxQOLjwh3RjlUttVNnpOkaRfHZ1u2v6P_DA871FE8-62F9-4A2F-87F2-B483B5E08A8B.jpg,2024-11-23 21:02
177064,2024-11-23 02:49,68453,아데니움 오베숨,"새 식물을 추가했어요! 🪴 석화, 아데니움 오베숨, 사막의장미",,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/gOukpy8ASNxx7kk71sN77RbsSnjYuhCP_A1525D11-7D70-4045-B853-4430860304C5.jpg,2024-11-23 02:49
177063,2024-11-23 02:32,48232,필로덴드론 옥시카르디움 브라질,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/EdcVDKO1Zm7oF0NCjgYLKqHPObF5xRkJ_FD6CA7DC-F45F-43DA-8B20-AF15381FDC88.png,2024-11-23 02:32
177062,2024-11-23 02:27,61268,제주애기모람,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/5nfNUpLZgqBgs8uEL5NAw3pOHj0izf9v_69C6B26D-96E5-4DF9-AD46-235717B287AD.png,2024-11-23 02:27
174574,2024-11-16 10:39,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/e7u86djaTUejXcyaVpPwcVOJrpd6Yu6Q_E62D9D63-303C-492A-B72A-8B7ECD631DAA.png,2024-11-16 10:40
174573,2024-11-16 10:38,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/90Il5Zmz2zwJBOrkD75wgwrgNRlpYtvz_0485DC83-B421-43B2-8E84-BB4B12CED60F.png,2024-11-16 10:38
174572,2024-11-16 10:37,48238,테이블야자,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/cPUAYm408PSndts9a90TBOXztfacHSCO_86FE4663-AD29-4A82-AF23-803B1E2E35CE.png,2024-11-16 10:37
174571,2024-11-16 10:35,56573,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/NX1PHqEUM2y2Ns84r4yXfJoR2l6AyLkJ_38380AB7-2B64-428B-B808-67059D15CE9A.png,2024-11-16 10:35
174569,2024-11-16 10:33,59730,골든잉곳아이비,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/FRvazn6bvTsS3poOYQOBySIzrsbI0GpK_2DD256FD-0774-4F83-BB13-C29DD9362B80.png,2024-11-16 10:33
174558,2024-11-16 10:09,53453,파키라,"습도계 꽂고 코니도 살포
뿌파 죽어!!",,,true,false,false,,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/hPzRqACHnwGfjOtXrlQ20jDYUfeg9eJg_B2CED452-39DF-443E-8025-C440CA792617.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/U6Yxwkm975C6R3QnCywS3EPF4w4hT0l9_07CAAF2E-0292-45F2-97A7-59934C57580B.png,2024-11-16 10:09
174557,2024-11-16 10:07,52060,쉐프렐라,코니도입제 살포,코니도살포,,true,false,false,,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/VrU8KHceVQAOGQOR4lk2dyC3jEjZlI8H_6B02D746-F7E6-4FC0-9FC1-541615B9525D.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/Nk1SFzf8sOZxAvdq1riwNg0wVcVu5ZzG_416A854D-06F8-45D7-AD40-A31AC2BD79FC.png,2024-11-16 10:08
173258,2024-11-13 09:29,48237,올리브나무,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/eN17kXJfk4SAQhMneCXXQ0iHinXN7abU_4548361C-B6C7-4B21-96B4-A15568C81FD0.png,2024-11-13 09:29
173040,2024-11-12 22:01,56572,에피프레넘 피나텀 바리에가타,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/wIWf57big5qTMcAC1WviPxZSJRajYfbg_8EC2DE11-2CE4-4227-9691-B5B5137D9260.png,2024-11-12 22:02
172635,2024-11-11 23:46,57746,에피프레넘 피나텀 마블,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/q4fBgJE4Ph3ut5eaZTcyTF21S9riSGJg_BE6FB353-7B23-4759-AFE6-9EE5CC2BB140.png,2024-11-11 23:46
172632,2024-11-11 23:43,57851,장미허브,,,,true,false,false,,2,https://d3jk3dbuafh2pk.cloudfront.net/care-note/pGKus1ITzEMdLAhfRXX1WQvzuwBDX34w_FA9A0E2F-71DC-497F-9CA4-C86303452D08.png|https://d3jk3dbuafh2pk.cloudfront.net/care-note/M0OB74oGXstg2W1HxLPj2TNN22UAtx2B_3F23E41D-EBEE-4062-BB77-02FA7ECE339E.png,2024-11-11 23:43
172631,2024-11-11 23:42,66023,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/WihtMVs8iooy5qvdjLx94QZdMFv0wk8U_B41C9776-3F1F-4DD6-881D-BB870A768417.png,2024-11-11 23:42
172571,2024-11-11 21:22,67035,스킨답서스 트루비 문라이트,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/8D6XssNuZDsy0UcNcfEmYtokvF8ZYKwV_E06FF051-8590-4BFC-9072-0E9448E36B5C.png,2024-11-11 21:22
172570,2024-11-11 21:22,67035,스킨답서스 트루비 문라이트,새 식물을 추가했어요! 🪴 스킨답서스 트루비 문라이트,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/VycIIAtCtEpL8O9u3S1SSW1Dgc8REyTX_35720818-82D1-43A9-9077-B065197C4484.jpg,2024-11-11 21:22
169596,2024-11-04 22:57,57851,장미허브,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/aCeFpY98uPZxlgneV2Ei5y026GQJLbHC_09ABAE17-D96F-48C0-B916-9E4CD5DB7BE9.png,2024-11-04 22:57
169595,2024-11-04 22:55,66023,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/NKFTbSJfWca54qC4LyXQI0hoKFOji9nz_4516C832-4DB3-49C5-BE88-B6E9F8FC8F92.jpg,2024-11-04 22:55
169594,2024-11-04 22:52,66085,스킨답서스 오레우스,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/VsSwA92STjgKl5yxjpuqnH0iqcvIPr84_48CA0368-DDC2-4E8B-A4F1-2AC68F3F2C3D.png,2024-11-04 22:52
169593,2024-11-04 22:49,66083,,새 식물을 추가했어요! 🪴 싱고니움,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/aK81uz5IBdjJrWAXQ3HMsCj7MZg1fenR_06D49A67-D14C-4DE1-815A-22A58C61C2D4.jpg,2024-11-04 22:49
169592,2024-11-04 22:47,66082,핑크 싱고니움,새 식물을 추가했어요! 🪴 싱고니움,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/O8esvjecpEBDCUcjCt5cDdzYW0hocViB_762E46D3-D1E7-4E40-819A-8669084E985F.jpg,2024-11-04 22:47
169588,2024-11-04 22:36,66081,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/u8twdKvrdJml3EzRgGguXjHengdMySg2_0457D890-7E69-44E8-A917-63191D48971E.png,2024-11-04 22:36
169325,2024-11-04 14:01,66050,,새 식물을 추가했어요! 🪴 아글라오네마 스노우사파이어,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/lNIjZm4scZWBrLK9n1NQK7WKfzVDopfF_01AEE6EF-CEBC-407A-B8BB-CFDE2CA3C521.jpg,2024-11-04 14:01
169095,2024-11-03 00:00,66022,싱고니움 밀크컨페티,진딧물이 많음 물리방제하고 지켜볼 예정,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/i7MmtAME8WLPiSmABsee15F0xI9Q9kiw_67E09E2A-80E3-421C-95FD-E805F8319465.png,2024-11-04 06:00
166889,2024-10-29 21:40,56573,,,,new leaf,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/care-note/jqlp8SpGFx4jhdvxXsiJIg5RpPTpYeLi_023F6AE5-E47E-4C83-83DF-AAA972414067.jpg,2024-10-29 21:41
166502,2024-10-28 22:28,65280,로즈마리,새 식물을 추가했어요! 🪴 로즈마리,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/user-plant/HziFg33viTJCTSAAg9aJhOMmJQM7XN23_314B06AD-6CB6-487B-8383-D387C8E5D151.jpg,2024-10-28 22:28
166077,2024-09-29 19:42,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_07D93441-06E7-42CC-B972-71DD58E3F557%252FL0%252F001_1727606541207_1727672942565_HIGH_vdQWlK_ios_IMG_2699.HEIC,2024-10-27 22:47
166075,2024-09-29 19:43,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_76DCFBD3-9AEB-4BAE-ABAC-DB6E4BB83EA4%252FL0%252F001_1727606614288_1727672942563_HIGH_uULuDB_ios_IMG_2701.HEIC,2024-10-27 22:47
166074,2024-09-30 07:31,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_28BCF6C9-0343-4795-A207-27E18D2C2952%252FL0%252F001_1727649100394_1727832523070_HIGH_1Ma2uM_ios_IMG_2706.HEIC,2024-10-27 22:47
166073,2024-09-30 07:33,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_A51A8802-9E4B-40A6-8506-CF67B61B7847%252FL0%252F001_1727649182485_1727692435746_HIGH_ihw0oS_ios_IMG_2707.HEIC,2024-10-27 22:46
166071,2024-10-19 09:43,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_8135E999-33B6-4FA8-9EE2-5008E3B05318%252FL0%252F001_1729298601972_1729304491194_HIGH_rAlF9s_ios_IMG_2894.HEIC,2024-10-27 22:46
166070,2024-10-19 09:43,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_326875A4-8E62-40FF-9CC6-B5E0CB476C6F%252FL0%252F001_1729298635777_1729304491197_HIGH_53bXOF_ios_IMG_2895.HEIC,2024-10-27 22:46
166069,2024-10-19 09:44,61294,,,,,true,false,false,,1,https://d3jk3dbuafh2pk.cloudfront.net/photo/user-photo_8230_54A074B6-9EE9-4119-98CB-C3F3C7194D15%252FL0%252F001_1729298661813_1729304491194_HIGH_nBrnxh_ios_IMG_2897.HEIC,2024-10-27 22:46
166048,2024-09-30 07:33,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166049,2024-09-30 07:31,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166050,2024-09-30 07:33,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166051,2024-09-29 19:42,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166052,2024-09-29 19:43,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166053,2024-09-29 19:42,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166054,2024-10-05 10:08,61294,,,,,true,false,false,,0,,2024-10-27 22:31
166047,2024-10-12 20:10,57852,스테파니아 에렉타,,,,true,false,false,,0,,2024-10-27 22:30
166046,2024-10-13 08:33,64825,스킨답서스,,,,true,false,false,,0,,2024-10-27 22:30
166044,2024-10-13 09:24,57851,장미허브,,,,true,false,false,,0,,2024-10-27 22:30
166045,2024-10-13 09:44,57851,장미허브,,,,true,false,false,,0,,2024-10-27 22:30
166040,2024-10-19 09:26,57850,쉐프렐라 선버스터,,,,true,false,false,,0,,2024-10-27 22:30
166041,2024-10-19 09:26,57850,쉐프렐라 선버스터,,,,true,false,false,,0,,2024-10-27 22:30
166042,2024-10-19 09:25,57850,쉐프렐라 선버스터,,,,true,false,false,,0,,2024-10-27 22:30
166043,2024-10-19 09:26,57850,쉐프렐라 선버스터,,,,true,false,false,,0,,2024-10-27 22:30
166032,2024-10-19 09:24,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166033,2024-10-19 09:29,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166034,2024-10-19 09:29,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166035,2024-10-19 09:24,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166036,2024-10-19 09:24,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166037,2024-10-19 09:24,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166038,2024-10-19 09:23,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166039,2024-10-19 09:23,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:30
166028,2024-10-19 09:34,48247,벤자민 고무나무,,,,true,false,false,,0,,2024-10-27 22:29
166029,2024-10-19 09:34,48247,벤자민 고무나무,,,,true,false,false,,0,,2024-10-27 22:29
166030,2024-10-19 09:33,48247,벤자민 고무나무,,,,true,false,false,,0,,2024-10-27 22:29
166031,2024-10-19 09:33,48247,벤자민 고무나무,,,,true,false,false,,0,,2024-10-27 22:29
166022,2024-10-19 09:27,48237,올리브나무,,,,true,false,false,,0,,2024-10-27 22:29
166023,2024-10-19 09:27,48237,올리브나무,,,,true,false,false,,0,,2024-10-27 22:29
166024,2024-10-19 09:28,48237,올리브나무,,,,true,false,false,,0,,2024-10-27 22:29
166025,2024-10-19 09:27,48237,올리브나무,,,,true,false,false,,0,,2024-10-27 22:29
166026,2024-10-19 09:27,48237,올리브나무,,,,true,false,false,,0,,2024-10-27 22:29
166020,2024-10-19 09:36,59730,골든잉곳아이비,,,,true,false,false,,0,,2024-10-27 22:28
166021,2024-10-19 09:36,59730,골든잉곳아이비,,,,true,false,false,,0,,2024-10-27 22:28
166018,2024-10-19 10:01,56573,,,,,true,false,false,,0,,2024-10-27 22:28
166019,2024-10-19 10:00,56573,,,,,true,false,false,,0,,2024-10-27 22:28
166014,2024-10-19 09:31,64825,스킨답서스,,,,true,false,false,,0,,2024-10-27 22:28
166015,2024-10-19 09:30,64825,스킨답서스,,,,true,false,false,,0,,2024-10-27 22:28
166016,2024-10-19 09:31,64825,스킨답서스,,,,true,false,false,,0,,2024-10-27 22:28
166013,2024-10-25 19:52,56573,,,,,true,false,false,,0,,2024-10-27 22:27
166002,2024-10-19 09:39,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166004,2024-10-19 09:39,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166005,2024-10-19 09:38,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166006,2024-10-19 09:39,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166007,2024-10-19 09:39,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166008,2024-10-19 09:38,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166003,2024-10-19 09:40,63637,마오리 소포라,,,,true,false,false,,0,,2024-10-27 22:25
166000,2024-10-19 09:46,57852,스테파니아 에렉타,,,,true,false,false,,0,,2024-10-27 22:25
166001,2024-10-19 09:46,57852,스테파니아 에렉타,,,,true,false,false,,0,,2024-10-27 22:25
165998,2024-10-19 09:59,63635,,,,,true,false,false,,0,,2024-10-27 22:25
165999,2024-10-19 09:59,63635,,,,,true,false,false,,0,,2024-10-27 22:25
165996,2024-10-19 09:46,57852,스테파니아 에렉타,,,,true,false,false,,0,,2024-10-27 22:24
165997,2024-10-19 09:46,57852,스테파니아 에렉타,,,,true,false,false,,0,,2024-10-27 22:24
165992,2024-10-19 09:44,61294,,,,,true,false,false,,0,,2024-10-27 22:24
165993,2024-10-19 09:44,61294,,,,,true,false,false,,0,,2024-10-27 22:24
165994,2024-10-19 09:43,61294,,,,,true,false,false,,0,,2024-10-27 22:24
165995,2024-10-19 09:43,61294,,,,,true,false,false,,0,,2024-10-27 22:24
165990,2024-10-19 09:59,61246,스킨답서스 픽투스 엑조티카,,,,true,false,false,,0,,2024-10-27 22:24
165991,2024-10-19 09:59,61246,스킨답서스 픽투스 엑조티카,,,,true,false,false,,0,,2024-10-27 22:24
165987,2024-10-19 10:00,57853,드라세나 수르쿨로사 밀키웨이,,,,true,false,false,,0,,2024-10-27 22:24
165988,2024-10-19 10:00,57853,드라세나 수르쿨로사 밀키웨이,,,,true,false,false,,0,,2024-10-27 22:24
165989,2024-10-19 10:00,57853,드라세나 수르쿨로사 밀키웨이,,,,true,false,false,,0,,2024-10-27 22:24
165983,2024-10-19 10:02,56574,브레이니아 니보사,,,,true,false,false,,0,,2024-10-27 22:23
165984,2024-10-19 10:02,56574,브레이니아 니보사,,,,true,false,false,,0,,2024-10-27 22:23
165985,2024-10-19 10:01,56574,브레이니아 니보사,,,,true,false,false,,0,,2024-10-27 22:23
165986,2024-10-19 10:01,56574,브레이니아 니보사,,,,true,false,false,,0,,2024-10-27 22:23
